  CrystFEL reflection list version 2.0                                
  Symmetry: mmm                                                       
   h    k    l          I    phase   sigma(I)   nmeas                 
   0   11   27    2253.87        -     199.68     364
   0   11   28   15938.01        -     852.77     362
   0   11   29    5160.23        -     348.37     311
   0   11   30   10704.08        -     616.41     339
   0   11   31     101.71        -      67.35     277
   0   11   32     111.63        -      57.66     301
   0   11   33     663.97        -      71.38     305
   0   11   34     706.26        -      65.37     316
   0   11   35     406.07        -      50.10     306
   0   11   36    1395.95        -      98.40     293
   0   11   37     464.67        -      47.66     289
   0   11   38      66.40        -      27.81     294
   0   11   39      91.66        -      25.47     284
   0   11   40      36.27        -      24.18     272
   0   11   41      25.96        -      22.66     248
   0   11   42      -5.36        -      19.87     261
   0   11   43      10.38        -      18.04     225
   0   11   44      92.04        -      18.44     244
   0   11   45     110.66        -      22.67     221
   0   11   46      15.58        -      13.85     190
   0   11   47      82.02        -      19.38     196
   0   11   48       8.10        -      11.73     188
   0   11   49       7.36        -      10.82     168
   0   11   50      -2.83        -       9.22     166
   0   11   51       7.29        -      11.16      93
   0   11   52      35.02        -      13.65      71
   0   11   53     -10.08        -      10.48      52
   0   11   54      14.04        -      12.45      38
   0   11   55       1.23        -      12.98      22
   0   11   56     -12.02        -      10.07      22
   0   11   57      13.07        -      11.14       5
   0   11   58      -5.90        -       8.14       9
   0   11   59      -9.21        -       7.63       2
   0   11   60      -4.04        -       3.34       2
   0   12    0   92377.57        -    8498.37     475
   0   12    1  148727.41        -    9168.13    1032
   0   12    2    2906.75        -     288.29     962
   0   12    3   93401.61        -    6292.71     872
   0   12    4   21103.97        -    1662.85     768
   0   12    5  162542.47        -   10524.11     819
   0   12    6    1884.84        -     235.32     732
   0   12    7   53507.81        -    3857.88     744
   0   12    8    1439.52        -     210.97     668
   0   12    9   17212.14        -    1187.09     681
   0   12   10   37849.95        -    2950.68     674
   0   12   11   18306.90        -    1360.93     592
   0   12   12    1677.84        -     205.22     529
   0   12   13     964.81        -     194.71     528
   0   12   14   21376.26        -    1637.71     518
   0   12   15    5100.08        -     380.63     496
   0   12   16     115.76        -     165.14     488
   0   12   17    5418.99        -     390.87     475
   0   12   18       5.60        -     146.02     430
   0   12   19     320.89        -     161.72     460
   0   12   20   26839.40        -    1565.00     478
   0   12   21    3406.51        -     255.71     470
   0   12   22    7651.80        -     491.09     428
   0   12   23   33909.96        -    2036.60     459
   0   12   24   25000.59        -    1396.70     420
   0   12   25     789.72        -     117.51     364
   0   12   26    -103.48        -     100.46     386
   0   12   27    7873.12        -     442.73     387
   0   12   28    8332.22        -     518.07     351
   0   12   29    1116.33        -     109.43     297
   0   12   30     923.34        -      86.82     319
   0   12   31     150.11        -     119.16     290
   0   12   32      90.83        -      53.62     290
   0   12   33     875.34        -      79.38     310
   0   12   34     702.31        -      58.26     279
   0   12   35     157.52        -      37.17     305
   0   12   36    4579.48        -     305.52     306
   0   12   37     725.39        -      76.28     251
   0   12   38      94.13        -      28.37     276
   0   12   39     384.30        -      38.77     292
   0   12   40      65.32        -      26.55     266
   0   12   41      17.48        -      22.69     233
   0   12   42     111.75        -      23.36     217
   0   12   43    1685.99        -     129.42     250
   0   12   44     114.12        -      20.76     224
   0   12   45       6.74        -      13.15     250
   0   12   46      66.28        -      15.51     226
   0   12   47      23.73        -      11.73     198
   0   12   48      46.78        -      12.78     183
   0   12   49      29.10        -      10.30     166
   0   12   50      28.64        -      13.20     128
   0   12   51      20.87        -       9.14      89
   0   12   52     -11.62        -       9.48      64
   0   12   53      -3.46        -      10.93      38
   0   12   54      18.73        -      10.65      40
   0   12   55     -13.91        -       9.45      37
   0   12   56      18.25        -      11.40      16
   0   12   57      -2.11        -      12.44      11
   0   12   58      -7.19        -       8.54       8
   0   12   59      -5.60        -       3.84       5
   0   13    0      55.53        -     209.09     396
   0   13    1    7419.47        -     556.55     846
   0   13    2   10560.16        -     872.76     800
   0   13    3   32875.10        -    2418.85     747
   0   13    4   23682.45        -    1802.99     726
   0   13    5   54071.55        -    3922.32     745
   0   13    6   32125.13        -    2131.44     703
   0   13    7   25085.91        -    2067.51     655
   0   13    8     480.37        -     152.10     718
   0   13    9   12796.16        -     899.77     673
   0   13   10    3558.94        -     285.37     640
   0   13   11    1962.01        -     205.39     620
   0   13   12   15951.60        -    1092.24     576
   0   13   13   11091.90        -     939.54     541
   0   13   14   17889.11        -    1116.41     560
   0   13   15    3904.79        -     330.83     476
   0   13   16      90.47        -     143.93     485
   0   13   17   11297.52        -     807.00     447
   0   13   18    5114.06        -     372.88     453
   0   13   19    6279.09        -     376.61     476
   0   13   20    3215.78        -     252.41     443
   0   13   21   66293.92        -    4290.07     464
   0   13   22    4801.74        -     311.43     442
   0   13   23   16180.55        -    1043.95     416
   0   13   24     489.17        -     184.55     419
   0   13   25     739.72        -     204.51     407
   0   13   26    1010.10        -     116.03     386
   0   13   27   11974.81        -     706.40     381
   0   13   28   10403.58        -     622.82     313
   0   13   29   35286.60        -    1982.33     364
   0   13   30    3613.32        -     239.70     281
   0   13   31    1731.68        -     136.28     264
   0   13   32    1827.78        -     149.34     317
   0   13   33     229.74        -      44.48     299
   0   13   34    2422.64        -     168.34     300
   0   13   35     -11.87        -      39.97     282
   0   13   36    6034.50        -     348.69     324
   0   13   37      -3.50        -      30.11     269
   0   13   38     254.97        -      35.89     291
   0   13   39      25.66        -      27.59     243
   0   13   40      19.58        -      21.22     263
   0   13   41      64.75        -      21.43     238
   0   13   42      24.10        -      21.05     251
   0   13   43      20.39        -      16.91     273
   0   13   44      41.38        -      14.06     261
   0   13   45      22.44        -      15.07     210
   0   13   46      13.42        -      13.69     203
   0   13   47      42.90        -      12.81     196
   0   13   48     100.02        -      19.71     197
   0   13   49      20.53        -      10.54     140
   0   13   50      37.60        -      12.93     132
   0   13   51      32.66        -      13.66      84
